-39.182	-319.577	260.598
-51.816	-291.782	279.969
-63.420	-257.540	291.953
-73.709	-217.696	296.257
-82.429	-173.231	292.773
-89.365	-125.238	281.587
69.365	65.238	-321.587
91.857	15.465	-307.542
111.842	-35.427	-286.415
128.826	-86.186	-258.729
142.392	-135.561	-225.165
152.205	-182.337	-186.549
158.024	-225.362	-143.832
159.706	-263.577	-98.065
157.210	-296.040	-50.377
150.596	-321.952	-1.940
140.027	-340.676	46.052
125.765	-351.749	92.417
108.159	-354.900	136.014
87.644	-350.051	175.770
64.725	-337.321	210.705
39.966	-317.024	239.960
13.976	-289.660	262.813
-12.604	-255.902	278.703
-39.120	-216.581	287.238
-64.918	-172.666	288.207
-89.365	-125.238	281.587
69.365	65.238	-321.587
107.070	20.787	-313.119
141.893	-24.914	-297.433
172.975	-70.741	-274.915
199.552	-115.564	-246.121
220.969	-158.281	-211.759
236.698	-197.838	-172.675
246.354	-233.264	-129.832
249.697	-263.684	-84.284
246.645	-288.350	-37.153
237.274	-306.654	10.400
221.814	-318.147	57.204
200.646	-322.544	102.107
174.292	-319.738	144.004
143.399	-309.798	181.862
108.729	-292.968	214.750
71.136	-269.663	241.858
31.545	-240.456	262.517
-9.069	-206.068	276.221
-49.706	-167.344	282.630
-89.365	-125.238	281.587
69.365	65.238	-321.587
118.496	30.346	-319.161
164.464	-6.032	-309.369
206.135	-43.001	-292.452
242.484	-79.649	-268.826
272.617	-115.075	-239.073
295.790	-148.406	-203.925
311.434	-178.821	-164.249
319.163	-205.572	-121.021
318.787	-228.000	-75.305
310.316	-245.552	-28.228
293.956	-257.797	19.052
270.113	-264.433	65.370
239.372	-265.296	109.586
202.491	-260.365	150.612
160.378	-249.762	187.436
114.069	-233.748	219.153
64.705	-212.716	244.981
13.502	-187.186	264.284
-38.280	-157.785	276.587
-89.365	-125.238	281.587
69.365	65.238	-321.587
125.018	43.205	-325.078
177.346	19.369	-321.057
225.060	-5.682	-309.623
266.987	-31.332	-291.057
302.094	-56.949	-265.817
329.516	-81.903	-234.524
348.578	-105.579	-197.949
358.810	-127.394	-156.992
359.961	-146.810	-112.662
352.002	-163.350	-66.050
335.130	-176.607	-18.305
309.760	-186.254	29.399
276.516	-192.053	75.886
236.216	-193.862	120.013
189.855	-191.636	160.692
138.572	-185.431	196.921
83.631	-175.398	227.810
26.384	-161.784	252.596
-31.758	-144.926	270.670
-89.365	-125.238	281.587
69.365	65.238	-321.587
125.996	58.106	-330.290
179.277	48.805	-331.352
227.899	37.563	-324.747
270.662	24.657	-310.639
306.514	10.406	-289.374
334.573	-4.840	-261.476
354.148	-20.706	-227.633
364.755	-36.801	-188.676
366.136	-52.728	-145.567
358.254	-68.095	-99.365
341.305	-82.525	-51.209
315.705	-95.661	-2.285
282.086	-107.180	46.203
241.274	-116.799	93.061
194.275	-124.281	137.135
142.247	-129.441	177.340
86.469	-132.153	212.685
28.316	-132.349	242.301
-30.780	-130.025	265.459
-89.365	-125.238	281.587
69.365	65.238	-321.587
121.335	73.591	-334.286
170.070	79.393	-339.246
214.372	82.501	-336.345
253.148	82.839	-325.654
285.446	80.398	-307.438
310.468	75.240	-282.143
327.600	67.490	-250.394
336.418	57.339	-212.972
336.707	45.038	-170.798
328.458	30.889	-124.911
311.876	15.241	-76.441
287.368	-1.521	-26.581
255.538	-18.985	23.442
217.169	-36.719	72.394
173.207	-54.289	119.071
124.733	-71.260	162.324
72.942	-87.215	201.088
19.109	-101.761	234.407
-35.441	-114.540	261.463
-89.365	-125.238	281.587
69.365	65.238	-321.587
111.491	88.143	-336.676
150.625	108.138	-343.966
185.804	124.733	-343.280
216.161	137.517	-334.634
240.950	146.176	-318.240
259.560	150.498	-294.502
271.532	150.375	-264.005
276.572	145.810	-227.500
274.555	136.916	-185.886
265.532	123.913	-140.187
249.724	107.119	-91.529
227.521	86.950	-41.109
199.470	63.900	9.830
166.260	38.539	60.035
128.711	11.489	108.269
87.746	-16.582	153.345
44.374	-44.983	194.152
-0.337	-73.015	229.687
-45.285	-99.988	259.073
-89.365	-125.238	281.587
69.365	65.238	-321.587
97.428	100.338	-337.225
122.845	132.229	-345.052
144.991	160.125	-344.874
163.321	183.339	-336.698
177.383	201.301	-320.723
186.831	213.567	-297.343
191.433	219.835	-267.134
191.074	219.952	-230.840
185.765	213.914	-189.355
175.635	201.871	-143.699
160.934	184.117	-94.997
142.024	161.092	-44.449
119.371	133.361	6.701
93.532	101.608	57.194
65.144	66.614	105.786
34.906	29.241	151.281
3.562	-9.591	192.558
-28.116	-48.925	228.602
-59.348	-87.793	258.523
-89.365	-125.238	281.587
69.365	65.238	-321.587
80.522	108.983	-335.880
89.450	149.305	-342.395
95.929	185.213	-340.971
99.800	215.821	-331.644
100.967	240.376	-314.644
99.402	258.274	-290.388
95.143	269.073	-259.474
88.295	272.508	-222.664
79.026	268.495	-180.864
67.566	257.131	-135.102
54.196	238.698	-86.506
39.245	213.648	-36.273
23.081	182.599	14.361
6.103	146.315	64.149
-11.272	105.689	111.865
-28.616	61.722	156.334
-45.501	15.497	196.461
-61.511	-31.848	231.258
-76.254	-79.148	259.868
-89.365	-125.238	281.587
69.365	65.238	-321.587
62.429	113.231	-332.773
53.709	157.696	-336.257
43.420	197.540	-331.953
31.816	231.782	-319.969
19.182	259.577	-300.598
5.830	280.242	-274.318
-7.912	293.268	-241.776
-21.706	298.334	-203.772
-35.211	295.315	-161.244
-48.095	284.286	-115.238
-60.042	265.518	-66.887
-70.756	239.473	-17.381
-79.974	206.793	32.060
-87.469	168.283	80.219
-93.057	124.890	125.911
-96.600	77.683	168.010
-98.010	27.825	205.479
-97.253	-23.457	237.396
-94.347	-74.900	262.976
-89.365	-125.238	281.587
69.365	65.238	-321.587
44.918	112.666	-328.207
19.120	156.581	-327.238
-7.396	195.902	-318.703
-33.976	229.660	-302.813
-59.966	257.024	-279.960
-84.725	277.321	-250.705
-107.644	290.051	-215.770
-128.159	294.900	-176.014
-145.765	291.749	-132.417
-160.027	280.676	-86.052
-170.596	261.952	-38.060
-177.210	236.040	10.377
-179.706	203.577	58.065
-178.024	165.362	103.832
-172.205	122.337	146.549
-162.392	75.561	185.165
-148.826	26.186	218.729
-131.842	-24.573	246.415
-111.857	-75.465	267.542
-89.365	-125.238	281.587
69.365	65.238	-321.587
29.706	107.344	-322.630
-10.931	146.068	-316.221
-51.545	180.456	-302.517
-91.136	209.663	-281.858
-128.729	232.968	-254.750
-163.399	249.798	-221.862
-194.292	259.738	-184.004
-220.646	262.544	-142.107
-241.814	258.147	-97.204
-257.274	246.654	-50.400
-266.645	228.350	-2.847
-269.697	203.684	44.284
-266.354	173.264	89.832
-256.698	137.838	132.675
-240.969	98.281	171.759
-219.552	55.564	206.121
-192.975	10.741	234.915
-161.893	-35.086	257.433
-127.070	-80.787	273.119
-89.365	-125.238	281.587
69.365	65.238	-321.587
18.280	97.785	-316.587
-33.502	127.186	-304.284
-84.705	152.716	-284.981
-134.069	173.748	-259.153
-180.378	189.762	-227.436
-222.491	200.365	-190.612
-259.372	205.296	-149.586
-290.113	204.433	-105.370
-313.956	197.797	-59.052
-330.316	185.552	-11.772
-338.787	168.000	35.305
-339.163	145.572	81.021
-331.434	118.821	124.249
-315.790	88.406	163.925
-292.617	55.075	199.073
-262.484	19.649	228.826
-226.135	-16.999	252.452
-184.464	-53.968	269.369
-138.496	-90.346	279.161
-89.365	-125.238	281.587
69.365	65.238	-321.587
11.758	84.926	-310.670
-46.384	101.784	-292.596
-103.631	115.398	-267.810
-158.572	125.431	-236.921
-209.855	131.636	-200.692
-256.216	133.862	-160.013
-296.516	132.053	-115.886
-329.760	126.254	-69.399
-355.130	116.607	-21.695
-372.002	103.350	26.050
-379.961	86.810	72.662
-378.810	67.394	116.992
-368.578	45.579	157.949
-349.516	21.903	194.524
-322.094	-3.051	225.817
-286.987	-28.668	251.057
-245.060	-54.318	269.623
-197.346	-79.369	281.057
-145.018	-103.205	285.078
-89.365	-125.238	281.587
69.365	65.238	-321.587
10.780	70.025	-305.459
-48.316	72.349	-282.301
-106.469	72.153	-252.685
-162.247	69.441	-217.340
-214.275	64.281	-177.135
-261.274	56.799	-133.061
-302.086	47.180	-86.203
-335.705	35.661	-37.715
-361.305	22.525	11.209
-378.254	8.095	59.365
-386.136	-7.272	105.567
-384.755	-23.199	148.676
-374.148	-39.294	187.633
-354.573	-55.160	221.476
-326.514	-70.406	249.374
-290.662	-84.657	270.639
-247.899	-97.563	284.747
-199.277	-108.805	291.352
-145.996	-118.106	290.290
-89.365	-125.238	281.587
